Year,Month,Day,Hour,Minute,Second,N_Lat,E_Long,Depth,Mag
1979,10,11,12,40,57.3,3.61,125.52,12,5.2
1979,10,15,10,45,38.8,17.57,119.75,114,5
1979,10,24,16,43,57.1,18.13,121.34,42,5.2
1979,10,29,2,32,48.1,2.5,129.4,50,5
1979,11,19,22,17,22.3,5.8,125.36,157,5.9
1979,11,21,17,7,84,2.19,126.72,172,5.2
1979,12,21,18,6,31.2,8.58,127.76,74,5.2
1979,12,23,8,34,4.6,3.55,126.81,151,5.3
1979,12,27,6,23,54.5,3.12,129.76,465,5.2
1979,12,27,18,23,4.5,14.05,124.25,72,5.2
1979,12,29,10,15,35,3.58,124.57,403,5
1980,1,2,20,58,40.2,5.9,126.88,129,5.7
1980,1,2,21,48,14.8,5.97,126.03,68,5.5
1980,1,3,20,22,27.7,5.71,124.42,197,5.6
1980,1,4,4,44,0.9,6.07,126.36,66,5
1980,1,4,6,22,9.2,5.98,126.21,63,5.3
1980,1,8,10,8,43.3,5.42,125.48,50,5.7
1980,1,20,7,28,45.3,2.81,128.69,292,5.6
1980,1,29,7,4,44.6,2.55,127.77,116,5
1980,1,30,0,38,6.1,3.97,120.16,347,5.2
1980,1,30,2,18,13.5,5.09,121.2,50,5
1980,2,17,5,43,5.7,18.32,120.26,33,5
1980,2,29,11,13,29.6,6.3,126.57,167,5.6
1980,3,16,10,33,15.3,3.21,126.67,143,5
1980,3,26,16,44,47.4,18.44,120.7,46,5.1
1980,3,26,17,57,34.4,2.69,127.19,235,5.2
1980,3,31,12,41,47.1,16.04,121.88,50,6.3
1980,4,9,17,32,46.6,14.05,126.14,50,5.5
1980,4,13,5,41,30.9,9.07,127.66,50,5.9
1980,4,25,13,21,8.3,4.43,127.02,154,5
1980,5,23,9,16,3.4,2.8,128.32,159,5.3
1980,6,18,9,32,17.4,21.99,121,50,5.4
1980,6,18,17,14,47.8,9.66,127,11,5.4
1980,7,4,22,23,32.9,15.09,122.7,113,5
1980,7,5,14,38,22.3,19.59,121.87,50,5
1980,7,8,4,39,29,6.61,125.91,241,5.6
1980,8,19,23,40,32.5,8.64,126.69,100,5
1980,8,24,15,19,40,3.51,127.32,289,5
1980,9,8,15,55,43,9.28,125.81,49,5.6
1980,9,16,21,0,1.9,20.59,121.93,50,5
1980,9,21,1,1,0.6,7.07,126.5,50,5
1980,10,2,19,6,51.8,19.99,122.39,50,5.4
1980,10,26,5,14,8.5,12.04,126.33,50,5.2
1980,11,15,22,5,18.2,3.01,127.07,106,5
1980,12,8,15,10,46,19.07,120.92,74,5
1980,12,17,11,41,38.8,7.99,126.71,50,5.4
1981,1,2,15,41,55.7,19.16,123.82,33,5
1981,1,7,21,36,18.6,19.27,121.01,52,5.4
1981,1,9,9,46,3.8,19.5,122.01,50,5.6
1981,1,29,2,56,6,3.13,122.93,50,5.1
1981,2,7,3,50,27.9,21.92,126.64,180,5.7
1981,2,13,11,8,34.9,9.7,126.7,118,5.3
1981,2,14,7,31,39.2,3.09,124.53,50,5
1981,3,26,21,30,5,3.45,128.01,132,5.6
1981,4,11,5,29,32,14.28,118.98,77,5
1981,2,25,13,28,4.4,2.66,128.87,167,5.1
1981,6,28,8,1,40.3,21.42,121.57,140,5.4
1981,7,4,10,26,19.7,6.14,125.69,76,5
1981,7,22,18,31,35.2,14.7,119.94,49,5
1981,9,3,4,29,49.7,6.57,126.55,68,5.6
1981,9,20,17,33,58.6,2.17,126.96,198,5
1981,10,17,20,4,14.5,5.53,120.25,50,5.3
1981,11,14,15,33,47.1,10.07,125.29,286,5.1
1981,11,22,15,5,23.5,18.68,120.63,33,5.2
1982,1,11,6,10,2.4,14.04,124.53,62,5.4
1982,1,22,16,4,42.2,6.76,126.76,144,5.1
1982,1,24,6,8,52.2,14.27,124.46,50,5.2
1982,4,17,9,20,55.4,19.97,120.54,33,5.5
1982,4,19,14,42,14.9,19.96,120.43,33,5.2
1982,6,4,15,21,34.8,4.07,124.58,406,5.6
1982,6,23,23,23,33.7,4.03,124.65,401,5
1982,9,24,22,51,49.5,5.88,126.59,50,5.2
1982,10,27,10,30,10.2,20.71,121.66,88,5.5
1982,11,29,17,18,43.9,5.35,131.34,50,5.2
1982,12,5,1,42,23,15.63,128.63,50,5.1
1982,12,28,13,49,26.2,20.11,121.45,50,5.3
1983,1,11,18,48,58.8,3.33,122.07,622,5.3
1983,1,24,8,43,4.1,4.15,122.36,607,5.3
1983,1,28,3,15,10.8,2.54,123.69,360,6
1983,2,12,8,47,12.5,5.59,126.38,103,5.4
1983,2,12,21,12,9.3,2.05,126.16,173,5.2
1983,2,13,14,22,59.4,5.41,126.6,52,5
1983,2,18,14,52,19.2,6.22,123.75,649,5.2
1983,2,19,20,14,23,8.72,124.01,630,5.9
1983,2,12,10,49,50.7,5.38,126.24,61,5.5
1983,2,23,21,26,45.5,2.14,127.27,221,5
1983,3,10,11,58,25,5.48,126.34,105,5.2
1983,3,15,19,58,33.3,5.24,126.42,115,5.5
1983,4,22,7,51,49.9,5.96,126.57,68,5.3
1983,4,23,9,23,3,2.94,120.22,130,5.2
1983,5,11,0,17,11.6,2.34,128.21,125,5.8
1983,5,13,18,9,35.5,3.02,127.62,123,5.2
1983,5,29,2,14,23.1,4.14,122.35,614,5.5
1983,6,1,1,36,53.3,13.15,120.71,236,5
1983,6,15,19,41,46.4,8.94,123.39,543,5
1983,6,30,17,37,46.1,2.37,128.29,23,5.3
1983,7,3,2,49,13.7,21.28,122.99,200,5.7
1983,7,14,19,47,46,5.4,126.22,43,5.2
1983,7,15,10,45,35.9,5.37,126.46,49,5.4
1983,7,19,23,49,32.3,2.26,123.02,328,5.4
1983,8,2,2,17,30.2,21.27,122.73,158,5.7
1983,8,11,12,2,59.8,18.73,120.98,15,5.1
1983,8,17,12,17,56.6,18.29,120.83,29,6.5
1983,8,21,8,34,45.9,3.72,126.47,46,5.3
1983,8,24,20,19,54.1,4.09,122.3,660,5.1
1983,8,27,18,49,46.4,8.15,125.84,40,5.3
1983,9,11,13,29,56.5,8.89,126.4,68,5
1983,9,13,2,3,20.3,7.63,126.94,42,5.3
1983,9,16,4,22,49.5,5.65,126.31,200,5.1
1983,9,23,20,40,0.9,2.24,128.78,30,5.2
1983,10,4,3,9,58.8,20.36,121.49,33,5.1
1983,11,10,23,33,54,4.3,122.49,577,5.5
1983,11,11,21,19,29.2,6.16,125.84,146,5.3
1984,1,9,7,18,0.4,6.56,126.96,78,5.1
1984,1,26,22,46,32.1,2.84,121.73,610,5.2
1984,3,26,9,36,50.2,7.01,126.03,94,5.2
1984,3,31,7,40,13.2,3.31,122.82,494,5.1
1984,4,19,20,33,38.5,8.29,123.86,650,5.3
1984,4,20,9,55,41.7,5.6,124.85,106,5.1
1984,4,22,17,11,45.6,8.71,126.5,38,5
1984,4,23,9,23,3,2.94,120.22,130,5.2
1984,5,11,7,1,16.4,21.96,120.28,22,5
1984,6,22,8,18,19,2.85,127.48,57,5
1984,6,22,12,28,3.2,8.75,123.92,633,5.7
1984,6,29,0,26,10.2,2.77,126.85,151,5
1984,7,11,5,40,17.6,5.42,126.48,55,5.3
1984,7,19,23,49,32.3,2.26,123.02,328,5.4
1984,8,2,7,33,7.3,6.66,122.85,605,5.2
1984,8,6,12,3,37.2,8.92,121.19,60,5.2
1984,8,6,12,11,50.2,7.5,123.76,240,5
1984,8,11,9,38,31.4,2.9,124.22,542,5.7
1984,8,12,16,51,19.3,18.59,120.87,13,5.3
1984,8,18,9,14,32.6,6.3,125.92,33,5
1984,8,20,1,12,26.8,13.17,124.77,59,5.2
1984,8,24,8,26,3.9,3.8,127.94,47,5
1984,9,2,12,4,47.9,2.58,128.99,244,5.1
1984,11,11,23,7,21.3,10.55,125.6,32,5
1984,11,12,1,6,15.5,10.69,125.52,34,5.2
1984,11,14,5,50,14,16.72,120.56,128,5
1984,11,20,8,15,15.9,5.07,125.1,202,6.1
1985,3,18,19,49,45.7,7.7,123.5,33,5.1
1985,4,23,16,15,11,15.3,120.6,188,5.4
1985,4,24,1,7,14.6,16.5,120.8,33,5.2
1985,4,24,5,17,26,16.4,120.8,33,6.1
1985,6,4,3,56,28.9,4.9,127,94,5
1985,7,1,7,49,30,8.2,126.5,78,5.4
1985,12,14,6,47,39.6,9.9,125.1,33,5
1986,6,17,18,13,11.3,5.7,126.2,33,5
1986,8,14,19,39,56.6,4.2,126.2,33,6.2
1986,11,17,22,51,10.2,6,123.5,33,5
1986,12,29,15,49,57.5,15.4,119.9,33,5.1
1987,1,8,2,14,26.1,17.8,120.3,23,5.1
1987,1,10,4,47,6.5,9.15,126.53,58,5.1
1987,2,11,6,12,53.3,18.83,120.98,24,5.3
1987,3,18,3,39,54.3,19,123.2,105,5.6
1987,3,18,3,40,37.3,13.4,123.2,73,5
1987,4,25,12,16,48.7,15.87,120.22,106,5.5
1987,5,2,18,16,59.6,6.08,125.94,145,5.1
1987,5,11,9,59,34.1,4.5,127.7,94,5.1
1987,5,11,10,0,43.3,9.4,126.5,33,5
1987,5,12,1,30,25,7.09,126.7,25,5.3
1987,5,18,17,27,0.2,8.3,125.36,16,5.9
1987,6,5,21,27,56.6,15.6,121,45,5.6
1987,6,6,18,40,27.4,10.67,126.11,14,5.4
1987,6,7,5,49,43.6,20.42,121.36,15,5
1987,6,13,15,43,22,10.46,126.36,42,5
1987,6,18,10,1,7.3,17.29,121.38,43,6
1987,7,22,8,3,20.9,4.01,125.6,41,5.2
1987,8,10,9,59,2.8,5.7,126.2,33,5.1
1987,8,26,1,40,35.7,9.26,122.3,68,5.1
1987,8,26,1,44,50.4,9.29,122.27,58,5
1987,9,16,12,41,52.5,9,127,65,5
1987,10,14,17,5,7.8,16.9,119.4,36,5.1
1987,10,16,20,53,23.2,9.2,122.4,39,5.1
1987,10,23,4,53,25.2,5.3,125.4,100,5.3
1987,10,29,20,24,0.6,8.9,126.6,60,5.1
1987,11,18,16,27,6.7,12.8,124.76,33,5.7
1987,11,28,4,5,29.5,7.7,126.4,57,5.2
1987,12,23,10,11,46.1,7.8,126.5,55,5
1988,2,24,3,52,7.1,3.3,124.6,21,5.3
1988,4,8,4,42,31.2,13.3,120.1,61,5.6
1988,4,24,2,37,31.7,13.9,124.6,45,5
1988,5,8,17,49,48.7,19.12,121.21,33,5
1988,6,19,20,19,53,12.25,121.04,16,5.4
1988,6,24,2,6,13.1,18.9,121.6,33,5.6
1988,6,24,2,6,28.1,18.58,121,69,5.3
1988,7,5,8,6,42.5,6.54,125.08,178,5
1988,7,17,3,23,8.1,19.96,122,33,5.1
1988,7,17,3,23,11,20,121.1,75,5.2
1988,8,15,9,59,36.4,8.8,126.2,33,5.3
1989,8,10,1,55,54.9,5.9,124.35,37,5.2
1989,8,10,11,46,27.9,6,124.36,38,5.3
1989,11,14,17,39,40,10.2,126.55,33,5.5
1989,12,8,10,23,13.8,10.21,126.54,33,5
1989,12,15,18,43,45,8.38,126.9,33,6.6
1989,2,13,12,15,16.5,5.1,126.95,33,5.1
1989,3,24,17,21,14.74,14.411,119.698,33,5.5
1990,1,15,11,8,4.6,10.09,126.35,45,5.2
1990,1,23,20,44,49,18.33,121.01,14,5
1990,2,1,18,33,53.9,8.25,126.71,60,5.3
1990,2,7,6,2,55.9,9.8,124.71,64,5
1990,2,8,7,15,32.2,9.69,124.71,31,6.6
1990,2,8,7,21,57.8,9.66,124.54,33,5.1
1990,2,8,7,39,50.8,9.66,124.84,33,5.3
1990,2,8,7,47,0.1,9.73,124.64,34,6.5
1990,2,8,8,26,44.1,9.69,124.43,55,5.3
1990,2,10,20,55,14.5,9.53,124.88,33,5.2
1990,2,12,23,30,59.8,9.78,124.48,33,5
1990,2,14,18,3,57.3,6.28,126.38,90,5.2
1990,2,16,22,50,26.7,7.41,126.44,33,5.1
1990,2,22,17,19,35.9,16.13,122.14,19,5
1990,3,3,19,2,0,9.3,124.8,97,5.5
1990,3,15,22,19,23.7,5.45,126.99,33,5
1990,3,18,16,48,55.3,6.2,125.49,33,5
1990,3,26,22,47,16.8,9.25,125.61,39,5.6
1990,3,30,0,42,6.9,20.23,122.04,124,5.5
1990,4,14,5,29,50.1,7.98,126.65,66,5.5
1990,4,14,5,39,33.7,8.13,126.91,5,5
1990,4,17,21,24,9,8.57,124.2,30,5
1990,4,30,14,26,26.8,8.8,126.11,116,5.4
1990,4,30,14,26,27,8.8,126.05,117,5.4
1990,5,15,16,33,35.4,5.72,126.24,33,5
1990,5,17,9,40,12.5,13.37,121.23,11,5.1
1990,5,27,14,0,31.6,12.67,120.49,3,5.2
1990,5,27,14,0,36.4,12.67,120.96,8,5.2
1990,5,29,12,35,26.8,16.08,119.95,3,5.1
1990,6,13,16,41,53.4,6.4,126.39,78,5.6
1990,6,13,23,0,43.9,5.77,124.6,77,5
1990,6,14,7,40,53.1,11.33,122.17,15,7
1990,6,14,8,31,12.2,11.63,121.88,9,5.6
1990,6,14,11,49,0.6,11.54,122.36,10,5
1990,6,14,21,56,47.5,11.27,122.24,19,5.2
1990,6,19,21,33,3.1,5.89,125.35,34,5
1990,6,21,14,37,12.6,17.72,122.35,33,5
1990,7,7,15,37,24.5,12.19,120.67,27,5.5
1990,7,16,7,26,34.6,15.68,121.17,25,7.8
1990,7,16,7,40,36.8,16.86,120.35,33,5.3
1990,7,16,7,45,58.7,15.66,121.18,33,5.2
1990,7,16,7,53,51.8,16.29,120.41,33,5.4
1990,7,16,8,0,52.4,16.5,120.24,33,5.2
1990,7,16,8,30,32.9,16.17,120.18,33,5
1990,7,16,8,32,0.9,16.75,120.47,33,5
1990,7,16,10,12,57.5,9.22,125.52,33,5.3
1990,7,16,12,32,5.9,16.21,120.8,33,5
1990,7,16,13,31,13.2,16.29,120.88,33,5.7
1990,7,16,15,4,27,16.31,120.44,33,5
1990,7,16,15,8,7.6,16.51,120.62,33,5.3
1990,7,16,19,45,25.1,16.37,120.59,33,5.3
1990,7,16,20,16,2.8,16.42,120.55,13,5.2
1990,7,16,21,27,14.8,16.47,120.32,33,5
1990,7,17,18,6,35.3,16.43,120.84,18,6
1990,7,17,21,14,43.8,16.5,120.98,23,6.6
1990,7,17,21,40,11.3,16.25,120.92,33,5
1990,7,17,22,29,53,16.34,121.06,33,5
1990,7,18,8,0,12.8,16.51,121.01,14,5.3
1990,7,18,21,14,45.1,16.06,121.04,6,6.3
1990,7,20,15,11,17.8,16.39,120.94,17,5.4
1990,7,21,7,23,35.8,16.4,120.92,26,5.5
1990,7,22,18,2,50.9,11.27,122.35,16,5.5
1990,7,23,0,49,0.3,16.48,120.76,33,5.3
1990,7,23,22,20,42,16.1,119.64,18,5.1
1990,8,3,8,17,20.2,17.21,120.63,2,5.1
1990,8,5,18,48,20.1,6.04,126.86,129,5
1990,8,12,21,9,38.3,16.36,120.16,19,5.5
1990,8,14,9,31,32.6,8.06,126.95,64,5.1
1990,8,19,10,12,7.2,16.17,120.21,1,5.5
1990,8,20,22,37,35.5,16.34,120.47,7,5.1
1990,9,3,5,13,29.5,16.33,120.75,4,5
1990,9,3,6,42,13,17.27,120.86,4,5.2
1990,9,3,6,42,13,17.27,120.86,4,5.3
1990,9,5,7,13,45.9,8.58,126.12,7,5.3
1990,9,10,23,55,16.1,18.94,119.65,74,5.5
1990,9,11,14,9,57.2,18.67,121.27,81,5.2
1990,9,12,10,21,49.3,6.36,126.38,90,5.6
1990,9,17,18,41,54.7,5.65,124.73,42,5.2
1990,9,22,22,57,30.8,16.04,121.51,29,5.3
1990,9,23,8,26,39.5,16.38,121.04,29,5.1
1990,10,7,10,2,29,13.3,120.17,7,5.5
1990,10,13,4,28,21.3,8.81,122.06,14,5.8
1990,10,14,2,21,13.6,16.45,120.38,12,5
1990,10,14,2,21,13.6,16.45,120.38,12,5
1990,10,19,18,48,55.7,10.88,125.99,33,5
1990,10,22,12,21,35.1,13.74,121.03,33,5.1
1990,10,25,11,1,38.7,8.31,126.46,44,6.1
1990,10,25,11,4,53.5,8.51,126.31,4,5.6
1990,11,3,15,21,1.9,12.9,122.22,23,5
1990,11,6,0,37,17,16.45,120.85,4,5.1
1990,11,7,14,36,27.7,5.64,125.25,78,5.5
1990,11,20,9,6,52.1,14.44,121.89,16,5.2
1990,11,22,5,30,17.4,5.29,125.42,33,5.1
1990,11,23,7,41,56.8,5.59,125.8,20,5.7
1990,12,1,18,25,41.5,7.62,126.59,77,5.2
1990,12,5,16,13,15.6,14.48,121.97,13,5.9
1990,12,25,1,57,50.7,13.59,120.08,10,5.3
1990,12,25,14,22,49.8,19.83,121.18,17,5.5
1990,12,28,5,4,51.1,18.44,122.24,7,5.6
1991,1,19,15,56,53.5,15.44,121.21,9,5.4
1991,1,28,9,6,40.3,10.42,125.57,43,5.5
1991,2,4,22,39,46.8,16.57,120.94,3,5.2
1991,2,7,5,35,11.9,13.66,120.67,11,5.2
1991,2,15,0,55,35.4,4.53,124.36,10,5.6
1991,2,18,2,37,29.5,9.05,126.52,44,6.2
1991,2,18,14,7,52.4,8.76,126.86,33,5.8
1991,2,19,13,17,17.2,4.96,125.49,126,5.7
1991,2,19,15,50,4.2,9.1,126.51,8,5.2
1991,2,20,12,26,47.9,8.33,126.32,52,5.2
1991,2,23,10,40,58.5,15.91,120.84,3,5.1
1991,2,24,11,34,49.9,9.21,125.21,58,5.2
1991,4,19,4,51,39.7,13.8,121.04,186,5.6
1991,4,19,4,51,39.7,13.8,121.04,186,5.6
1991,4,23,2,50,20.1,13.36,123.94,30,5.6
1991,4,24,4,57,40.3,8.93,124.13,15,5.2
1991,4,26,17,37,4.2,7.84,126.15,17,6
1991,5,5,15,5,41.7,10.33,125.17,30,5.1
1991,5,5,16,2,5.3,9,125.78,67,5
1991,5,6,0,10,20.4,10.27,125.4,10,5.4
1991,5,6,0,26,7.9,10.23,125.42,19,5.7
1991,5,8,18,0,28,10.33,125.17,20,5.2
1991,5,11,22,12,15,10.25,125.08,6,5.3
1991,6,8,14,7,50.8,8.98,126.91,4,5.1
1991,6,12,3,47,42.3,8.85,125.8,7,5
1991,6,15,23,2,12,10.07,126.09,24,5.8
1991,6,16,2,7,42.6,15.15,120.27,12,5.8
1991,6,16,9,51,12.2,15.15,120.46,9,5
1991,6,16,13,26,47.5,15.05,120.32,24,5.1
1991,6,17,15,33,4.2,15.04,120.24,27,5.2
1991,6,18,3,20,27.2,15.22,120.35,11,5.1
1991,6,19,5,20,3.9,6.52,123.29,55,6.1
1991,6,20,8,23,29.4,18.17,120.69,3,5
1991,6,24,22,4,11.6,10.25,124.95,7,5.2
1991,6,26,19,56,44,10.22,125.01,4,5.5
1991,7,3,3,49,45,15.21,120.44,8,5.8
1991,7,10,5,34,5.6,9.07,124.11,511,5.1
1991,7,23,11,22,10.1,5.82,125.89,146,5.6
1991,8,6,0,3,31.5,10.26,125.23,5,5.1
1991,8,6,23,21,30.5,8.73,126.45,33,5.1
1991,9,4,22,37,24.2,15.15,120.34,48,5.3
1991,9,15,1,5,49.7,10.91,124.85,20,5.3
1991,10,11,20,56,52.6,10.41,124.73,25,5.1
1991,10,19,19,10,12.5,8.17,122.39,14,5.4
1991,10,23,12,49,39.2,9.89,125.88,26,5
1991,10,25,13,48,20.1,13.27,120.15,6,5.5
1991,11,2,14,59,54.4,8.83,123.39,56,5.1
1991,11,8,20,42,56.8,8.09,126.6,17,5.2
1991,11,11,16,40,9.5,3.49,127.37,7,6
1991,11,13,11,12,22.4,8.31,126.11,68,6.4
1991,11,18,11,7,53.7,8.38,125.18,6,5.3
1991,11,21,12,38,49,7.05,125.72,12,6.2
1991,12,18,13,27,41.9,9.24,122.87,15,5.4
1991,12,18,21,44,8.6,11.15,125.06,30,5.1
1992,2,6,13,50,52.4,7.1,124.99,14,5.3
1992,2,7,13,0,55.8,8.9,123.96,1,5.1
1992,2,10,12,38,57.6,21.23,122.29,7,5.5
1992,3,17,5,14,28.8,8.52,124.28,27,5
1992,3,19,6,34,26.9,17.15,120.95,3,5.9
1992,3,19,6,45,39.4,17.19,120.89,10,5.2
1992,3,19,7,46,9.4,17.25,120.83,3,5
1992,3,24,22,48,3.4,7.13,124.92,18,5
1992,4,1,11,3,37.4,8.86,125.27,3,5.1
1992,5,7,22,12,43.1,6.73,124.59,10,5.1
1992,5,8,20,53,20.9,7.76,124.95,33,5.6
1992,5,9,2,25,55.1,7.81,125.06,17,5
1992,5,17,9,49,14.7,7.14,127.17,20,6.1
1992,5,17,10,15,31.6,7.31,126.95,16,7.3
1992,5,23,23,29,39.1,7.16,127.56,14,5.2
1992,5,25,8,31,31.9,13.77,119.96,16,5.3
1992,6,19,20,35,9.7,16.36,122.51,17,5
1992,7,8,23,10,3,7.81,126.85,70,5
1992,8,4,18,1,24.1,10.02,126.15,34,5.1
1992,8,8,2,50,15.4,10.06,126.23,20,5.5
1992,8,19,6,4,55.7,14.12,124.78,19,5.1
1992,9,30,22,7,5.7,11.08,126.15,20,5.1
1992,10,29,7,29,58.3,6.99,123.67,23,5.1
1992,10,29,7,29,58.3,6.99,123.67,23,5.1
1993,1,8,19,26,38.1,18.13,121.01,4,5.5
1993,1,18,19,56,1.1,11.74,124.41,130,5
1993,2,4,14,56,50.3,10.34,125.92,16,5
1993,2,4,14,56,50.3,10.34,125.92,16,5.4
1993,3,29,3,50,55,13.41,120.62,22,5.3
1993,3,29,7,31,50.9,13.4,120.58,17,5.4
1993,4,9,11,35,35.6,14.95,120.25,14,5.3
1993,4,15,19,43,38.5,10.44,126.22,7,5
1993,5,9,7,51,59.4,8.21,125.99,19,5.2
1993,5,11,18,46,54.4,7.57,126.51,11,6.6
1993,5,14,10,1,40.7,7.14,124.87,29,5.2
1993,5,15,1,55,40.2,7.24,126.82,13,5.4
1993,5,17,2,8,35.4,11.07,124.91,20,5.5
1993,5,18,10,19,36.2,20.03,122.33,186,6
1993,6,4,10,50,27.2,7.08,126.15,17,5.7
1993,7,24,2,2,38.5,7.64,126.29,58,5.1
1993,8,19,15,21,50.7,7.7,126.39,8,5.7
1993,8,19,21,52,8.2,7.21,126.69,12,5.2
1993,9,6,13,9,56.5,13.73,120.53,120,5.3
1993,9,11,17,36,37.4,20.7,121.42,16,5.2
1993,10,8,5,16,29.9,7.36,126.29,8,5
1993,10,16,10,52,28,7.53,123.4,33,5.6
1993,10,18,11,32,13.4,10.36,125.28,31,5.6
1993,10,24,5,53,31.7,11.41,125.44,23,5.7
1993,10,27,7,18,46.2,6.81,125.67,23,5.1
1993,10,30,8,30,33.3,15.44,121.73,8,5.1
1993,11,4,13,9,44.2,11.25,125.7,3,5.2
1993,11,22,3,1,11.1,6.81,126.04,23,5.3
1993,11,23,15,2,13.5,6.38,125.72,14,5.1
1993,11,24,12,29,56.4,6.46,125.99,59,5.6
1993,11,25,21,45,19.9,12.35,125.98,8,5.4
1993,12,11,8,47,43,7.54,126.16,18,5.1
1993,12,12,5,15,22.3,13.73,123.02,8,5.3
1993,12,19,10,31,29.4,5.81,127.05,9,5.4
1993,12,28,3,29,39.6,12.6,125.48,8,5.3
1993,12,28,4,35,19.6,12.61,125.47,10,5
1994,2,17,19,41,56.6,9.77,125.64,9,5.6
1994,2,20,21,48,14.7,13.73,120.75,185,5.2
1994,3,30,13,29,13.1,8.95,126.28,10,6
1994,4,21,8,0,13.6,18.78,120.69,24,5
1994,4,27,14,11,46.6,13.13,119.35,48,5.7
1994,5,13,20,12,25.4,7.88,123.3,5,5.7
1994,5,22,10,4,39.6,6.52,123.46,20,5.5
1994,6,9,16,22,25.4,13.22,124.14,90,6
1994,6,11,11,19,39,7.58,126.55,28,5.2
1994,7,5,10,9,20.8,10.39,125.11,3,6.2
1994,7,6,9,13,19.4,6.5,125.9,110,5.6
1994,7,19,16,18,35.7,10.13,125.01,10,5.4
1994,8,27,16,3,46.7,6.34,127.23,17,5.5
1994,8,28,15,41,27.7,5.71,126.44,30,5.8
1994,8,30,7,8,48.9,9.14,126.31,6,5
1994,9,10,4,54,2,7.48,127.13,7,5.7
1994,9,20,8,45,30.8,7.56,126.43,4,5.6
1994,10,12,6,2,45.9,14.07,124.83,8,5.1
1994,10,12,6,8,9,13.94,124.75,8,5.3
1994,10,12,6,34,21.7,14.15,124.47,7,5.2
1994,10,12,6,43,38,14.06,124.64,8,6.6
1994,10,19,0,2,49.1,9.89,126.19,3,5
1994,11,6,11,53,11.6,7.55,125.93,23,5.7
1994,11,14,19,15,27.8,13.5,121.09,7,7.1
1994,11,15,0,35,55.5,13.7,120.92,70,6
1994,11,15,3,29,16.5,13.41,120.63,33,5.3
1994,11,15,6,25,11.2,13.17,121.19,34,5.1
1994,11,24,10,38,40.9,12.57,121.02,9,5.2
1995,1,6,21,59,33.3,9.2,126.18,19,6
1995,2,19,0,17,44.4,5.05,126.31,7,5.5
1995,2,20,11,47,59.5,18.5,120.7,26,5.4
1995,4,4,17,21,12,6.27,126.59,104,5.8
1995,4,20,5,54,25.8,6.29,125.75,4,5
1995,4,20,8,45,17.2,6.46,126.79,70,6
1995,4,21,0,2,46.4,12.1,126,8,5.2
1995,4,21,0,9,53.4,12.1,125.9,15,7
1995,4,21,0,30,10.4,12.1,125.7,9,5
1995,4,21,0,34,48.4,12.2,125.6,17,7.3
1995,4,21,5,15,37.5,12.2,125.9,23,5.8
1995,4,21,20,40,22.6,12.23,126.04,21,5.2
1995,4,22,14,54,8.9,11.66,125.63,18,5.1
1995,4,23,5,7,58.4,12.55,125.76,13,6.3
1995,4,23,5,30,5.9,11.79,125.62,17,5
1995,4,23,6,38,14.3,6.2,123.74,556,5.2
1995,4,24,17,4,42.2,12.63,125.74,15,5.1
1995,4,27,3,42,33.8,12.46,125.84,22,5.7
1995,4,29,9,43,57.2,12.03,126.06,18,6.3
1995,5,5,3,53,47.2,12.8,125.5,34,6.9
1995,5,8,18,5,8.5,11.56,126.12,12,5.1
1995,5,8,18,7,28.3,11.69,126.2,36,5.6
1995,5,15,20,4,11.5,11.12,126.18,8,5.5
1995,5,17,5,16,54.6,12.73,125.72,21,5
1995,5,17,19,33,38,12.45,126.3,13,5.6
1995,5,19,21,50,46.7,13.36,124.59,56,5
1995,5,24,20,21,22.7,12.42,125.76,14,5.4
1995,5,25,18,18,20.9,20.33,121.31,109,5.1
1995,6,5,20,20,20.4,18.4,120.7,20,5.9
1995,6,6,13,44,4,7.41,123.74,6,5
1995,6,11,19,20,49.5,11.82,126.1,20,5.5
1995,7,12,18,38,53.6,12.28,125,43,5.2
1995,7,25,20,54,4,17.3,121.3,24,5
1995,8,1,6,34,48.9,12,126.2,12,5
1995,8,8,0,35,21.7,11.97,126.03,19,5.3
1995,11,4,2,9,54.5,6.96,125.4,16,5
1995,11,25,21,56,7.9,9.64,125.96,5,5
1995,12,20,16,20,55.8,18.41,121,4,5
1996,1,2,18,9,16.5,9.17,126.26,32,5
1996,1,27,17,48,6.1,9.16,126.83,12,5.5
1996,2,18,9,57,16.4,14.13,120.5,260,5
1996,3,12,3,44,28.5,8.83,126.16,18,5.2
1996,3,21,8,40,59.4,9.09,126.51,13,5.1
1996,3,21,21,43,23.6,9.17,126.71,19,5
1996,3,25,0,0,50,9.13,126.52,14,5.1
1996,3,29,4,59,54.8,10.53,126.58,17,5.4
1996,4,6,4,4,37.5,10.26,126.01,22,5.2
1996,4,6,4,15,9.6,10.51,126.36,15,5.3
1996,4,17,23,56,20.4,11.82,126.26,37,5.9
1996,4,18,6,12,55.6,13.02,125.2,13,5.7
1996,4,21,15,45,40.5,12.8,125.49,54,5.5
1996,4,22,2,23,48.5,17.49,120.82,18,5.4
1996,5,2,6,30,23.1,16.24,120.33,3,5.5
1996,5,27,5,45,24.9,9.98,124.1,3,5.6
1996,5,31,10,15,22.4,10.95,125.47,94,5.1
1996,6,11,18,22,55.7,12.81,125.33,27,7
1996,6,11,18,34,10.9,12.86,125.26,10,5
